User,Repo_Member,mRepo_Language,Repo_Owner,oRepo_Language
peedrogabriel,MauricioLimaJR/Uber-s-Clone-APP,Java,"peedrogabriel/alura,peedrogabriel/ProgrAmar","None,None"
VictorManoel,,,"VictorManoel/ajudante-od,VictorManoel/Minii,VictorManoel/Rede-Social","JavaScript,PHP,PHP"
tantodom,,,,
rcursino,"gsluthra/frontlineSMS-Translations,testedesoftwarepe/maio2015","None,CSS","rcursino/php-webdriver,rcursino/phpunit-sublime-completions,rcursino/ruby_koans","PHP,None,Ruby"
wsena,,,"wsena/jogo-da-forca,wsena/projetoP1","Java,Python"
JamessonCheron,,,"JamessonCheron/B-Tree,JamessonCheron/MercadoDeBolso","C,Java"
Italord0,RandomSD/ProjetoRaoni,PHP,Italord0/Crud-Java-JPA-Hibernate-Desktop,Java
sheylacanutobf,,,,
walfredosa,,,"walfredosa/lightbox,walfredosa/materialize","HTML,CSS"
tiagonog,"Openredu/Openredu,rjos/ProgramacaoConcorrenteDistribuida,rjos/ProjetoMiddleware,rodrigoalvesvieira/vestibuleiro,ThiagoAquino/SkimJS","Ruby,JavaScript,CSS,JavaScript,Haskell","tiagonog/node-unfluff,tiagonog/redmote,tiagonog/rgms,tiagonog/Sharing_Shop_List_App","HTML,Java,Groovy,TypeScript"
ricardoebbers,jfernan10/HW1,None,"ricardoebbers/academiatw,ricardoebbers/agenda,ricardoebbers/IF969-Algos,ricardoebbers/IF971-Estatistica,ricardoebbers/IF975","Java,Python,Python,Python,Python"
JeffersonLPLima,joaoantoniocn/canal-seguro,Java,"JeffersonLPLima/ANN,JeffersonLPLima/ImageProcessing,JeffersonLPLima/keras,JeffersonLPLima/knn_pca,JeffersonLPLima/Minesweeper-bot,JeffersonLPLima/Plant-Disease-Mensurement,JeffersonLPLima/processing_sc,JeffersonLPLima/projeto-am-2018-1","Python,None,Python,Python,C#,None,None,Python"
tuliocrr,,,"tuliocrr/be-mean-instagram-mongodb-excercises,tuliocrr/civisindicadores,tuliocrr/express-mongoose-api-seed,tuliocrr/indicadores","None,PHP,JavaScript,PHP"
joseviccruz,,,"joseviccruz/Algorithms,joseviccruz/Capture-The-Flag-,joseviccruz/Competitive-Programming,joseviccruz/cosmos,joseviccruz/hacktoberfest,joseviccruz/icpc-algo","C++,C,C++,C++,HTML,C++"
hmilena,,,"hmilena/Angular-GettingStarted,hmilena/brainbox,hmilena/brainbox-html,hmilena/curso-javascript-ninja,hmilena/frontend-nanodegree-resume,hmilena/gulpbase,hmilena/gulpWP,hmilena/projeto-wd47,hmilena/vuestic-admin","TypeScript,TypeScript,CSS,JavaScript,JavaScript,CSS,PHP,HTML,Vue"
joaopaulogf,,,"joaopaulogf/atividadeIA,joaopaulogf/if672,joaopaulogf/if675,joaopaulogf/if678,joaopaulogf/problems","JavaScript,C++,Verilog,Java,C++"
igorhlucenaa,,,"igorhlucenaa/cervejaria,igorhlucenaa/Cervejaria_Java,igorhlucenaa/Exerc-cios-Java,igorhlucenaa/ptlr","None,None,None,None"
caioamorim031,thuliobuarque/projetoAccenture,Java,caioamorim031/SistemaDeVendas,Java
reforcomestrado2015,,,"reforcomestrado2015/appreforco,reforcomestrado2015/daumreforcoae,reforcomestrado2015/reforcoescolar","Groovy,None,Ruby"
adozrocha,,,"adozrocha/alura,adozrocha/crc,adozrocha/Lontra,adozrocha/Novatec,adozrocha/PrimeFaces","None,None,None,None,None"
brunoeee,"fpwanderley/projetobd,pedroneves/bloodbath-and-beyond","Python,C++","brunoeee/Crud-Rails-Angular,brunoeee/tg","Ruby,Jupyter Notebook"
ebl4,"diogoan/PSO,fulano7/ProjetoCompiladores,JoaoGFarias/BDGeografico-Projeto2,LuizVasconcelos/ProjetoBD,PedroHRDiniz/AtaMaker,PedroHRDiniz/ProjetoNuvem,vfpimenta/IF799","Java,Java,PLpgSQL,PHP,CSS,Java,Web Ontology Language","ebl4/bird-strike-datawarehouse,ebl4/carlocation,ebl4/ConvNet,ebl4/Data-Consumers-Visualization,ebl4/distribution-enterprise-bigdata,ebl4/distribution-enterprise-multiDim,ebl4/DOUWebChecker,ebl4/Facility-Location-Problem-NB-NCRA,ebl4/greenDAO,ebl4/greenDAOQuick,ebl4/LinkedOntoGazetteer,ebl4/ner,ebl4/plc,ebl4/ProjetoCompiladores,ebl4/projetodomino,ebl4/RELOG,ebl4/skimscheme,ebl4/WebAppDemo,ebl4/WebCrawler,ebl4/ZikaZero","None,Java,C,JavaScript,PLpgSQL,PLpgSQL,Python,Java,Java,Java,Java,Lua,None,Java,None,Python,Haskell,Java,Python,Java"
TCezarRod,,,"TCezarRod/quakeLogParser,TCezarRod/TCezarRod.github.io,TCezarRod/visblocks","Java,None,JavaScript"
evandroabreu,,,"evandroabreu/blog,evandroabreu/cgpzk,evandroabreu/jenkins-exemplo,evandroabreu/try_git","Java,None,Java,None"
iurylira,,,iurylira/spring-framework,Java
mattvie,,,"mattvie/back-20171,mattvie/bepid-studies,mattvie/hello-world,mattvie/ip-ptc-2017-1,mattvie/projetoIP,mattvie/PTC-Django-mvmf,mattvie/Siga2-Django","Python,C,None,Python,C,Python,Python"
HerlonNascimento,,,"HerlonNascimento/herlon.github.io,HerlonNascimento/ipython,HerlonNascimento/namebench,HerlonNascimento/Syntax-for-getting-shell-output-as-a-string,HerlonNascimento/twitter","CSS,Python,Python,None,Python"
angelamcosta,londonappbrewery/bitcoin-ticker-android-angelamcosta,Java,"angelamcosta/AED_Udemy,angelamcosta/AlertDemo,angelamcosta/Animations,angelamcosta/Bitcoin-Ticker,angelamcosta/Dicee_Android,angelamcosta/Dicee_iOS,angelamcosta/Doey,angelamcosta/EggTimer,angelamcosta/Flash-Chat,angelamcosta/goOrganic,angelamcosta/LabDeProg,angelamcosta/Magic-8-Ball,angelamcosta/Mailsy,angelamcosta/MenuDemo,angelamcosta/Notes,angelamcosta/Quizzler,angelamcosta/RPG,angelamcosta/SeeFood,angelamcosta/SeeThings,angelamcosta/SharedPreferences,angelamcosta/WebDevelopmentCourse,angelamcosta/Xylophone","Python,Java,Java,Swift,Java,Swift,Swift,Java,Swift,Swift,Python,Swift,Swift,Java,Java,Swift,Python,Swift,Swift,Java,HTML,Swift"
joaoaab,"ccal1/AgentesAutonomos,ccal1/ga-distributed-network-balancing,vbsilva/scarecrow","Python,Python,Python","joaoaab/8Puzzle,joaoaab/Algoritimos_2016.1,joaoaab/DonaldTrumpStockMonitor,joaoaab/Projeto_Com","C#,C++,Python,Python"
dolalima,,,"dolalima/acadcoop,dolalima/angular-bower,dolalima/angular-oauth2-laravel-rest,dolalima/angular-webpack,dolalima/docker-compose-examples,dolalima/DolaBot,dolalima/HelloWorld,dolalima/laravel-oauth2-server,dolalima/petshop-ufrpe-bsi-grupo2,dolalima/smartgym-bsi-2012-2,dolalima/Tasks,dolalima/tcc-facol-institucional,dolalima/the-hunter,dolalima/vuejs-base","HTML,None,HTML,JavaScript,Shell,Java,None,None,Java,Java,CSS,HTML,Lua,JavaScript"
Fabio-Lins,WgCarlos/PraticaII,None,,
GabrielaMattias,,,"GabrielaMattias/clock,GabrielaMattias/gabrielamattias.github.io,GabrielaMattias/sort,GabrielaMattias/uri_solutions_python","CSS,None,Python,Python"
hugosteixeira,Reddstar/LinkUpWomen,Java,"hugosteixeira/dwproject,hugosteixeira/learnit,hugosteixeira/REST-API","Python,Java,Python"
felipemdmelo,,,"felipemdmelo/ArquiteturaDDD,felipemdmelo/ByteBank,felipemdmelo/CarAds,felipemdmelo/CESARiOSBasico","C#,JavaScript,C#,Swift"
empacto,,,"empacto/ASP.NET-,empacto/hello-world,empacto/htmlagilitypack,empacto/iframe-resizer,empacto/jquery-post-html-handler,empacto/Jquery-post-html-to-ashx-,empacto/MongoDB,empacto/string,empacto/TEST,empacto/TEST-SITEFINITY-REPO,empacto/vsts-auth-samples","None,None,None,JavaScript,None,PowerShell,None,None,None,None,PowerShell"
rodrigomuribec,,,"rodrigomuribec/atividade3DataVis,rodrigomuribec/Curso-de-Estatistica-Computacional,rodrigomuribec/DataScienceR,rodrigomuribec/jqvmap","R,R,R,None"
cassiorsfreitas,,,"cassiorsfreitas/codingground,cassiorsfreitas/dremmanuel,cassiorsfreitas/estudosass,cassiorsfreitas/Guitarget","None,None,CSS,CSS"
andreguigo,,,andreguigo/criasat,JavaScript
AdrianoDayvson,soundrage/numberonezero.github.io,CSS,AdrianoDayvson/AdrianoDayvson.github.io,HTML
rodrigoadamski,,,"rodrigoadamski/angular,rodrigoadamski/cieb,rodrigoadamski/java,rodrigoadamski/portfolio,rodrigoadamski/portfolioam,rodrigoadamski/rodrigoadamski.github.io,rodrigoadamski/testep,rodrigoadamski/testepfolio,rodrigoadamski/vmbox,rodrigoadamski/VmBoxP","None,JavaScript,None,JavaScript,JavaScript,None,None,None,None,Java"
FernandoRLCruz,,,"FernandoRLCruz/automationpractice,FernandoRLCruz/CrudComAngularJsEasy,FernandoRLCruz/WebApplicationGeoRankerTest","Python,C#,C#"
islanilton,,,"islanilton/boilerplate-react,islanilton/eloquente-javascript,islanilton/exemplo-12factor-docker,islanilton/Node-Quickstart,islanilton/SinkMVC-Angular-Quickstart,islanilton/task-manager-api,islanilton/typescript-api","JavaScript,None,Python,TypeScript,TypeScript,Ruby,JavaScript"
cirg-upe,,,"cirg-upe/fss,cirg-upe/fss-ii,cirg-upe/mo-fss,cirg-upe/p-fss,cirg-upe/w-fss","None,None,None,None,None"
DoodleWeb,,,,
victor-cortez,,,"victor-cortez/App1,victor-cortez/Bilu,victor-cortez/Heimdall,victor-cortez/Heimdall_Alpha,victor-cortez/Library-of-Babel-Python-API,victor-cortez/ploxys,victor-cortez/Visual-Ploxys","Python,Python,Python,Python,Python,Python,Python"
iatj,krixapolinario/django-project-one,Python,"iatj/bigdata,iatj/datasciencecoursera,iatj/datasharing,iatj/SQLiteOLEDB","None,None,None,C"
hugonmelo,dnr2/MrPotatoHead,C#,"hugonmelo/blog,hugonmelo/coding-problems,hugonmelo/notepad-plus-plus,hugonmelo/serenata-de-amor,hugonmelo/weather-app","Python,C++,C++,HTML,Java"
gertmuller88,"bfsc/reviewer,vsnepomuceno/rgms","Java,Groovy","gertmuller88/denisbattleship,gertmuller88/folia-do-papangu,gertmuller88/gertmuller88.github.io,gertmuller88/gwt-eclipse-plugin,gertmuller88/re-man,gertmuller88/scrunning,gertmuller88/slr-protocol,gertmuller88/urbancodesheet","Java,Java,JavaScript,Java,Java,None,None,Java"
kevenleone,,,"kevenleone/desafio-api-playframework,kevenleone/ionic-3-basic-app,kevenleone/mongodb,kevenleone/nodejs_portal,kevenleone/sisati_mobile,kevenleone/sis_contact","Java,HTML,None,CSS,TypeScript,JavaScript"
valongueiro,,,"valongueiro/github_test,valongueiro/js_util","None,JavaScript"
dofobatista,,,,
rfccg,"In-Loco-Media/inloco-engage-ios-sdk,In-Loco-Media/InLocoMedia-iOS-Mediation","None,Ruby","rfccg/AFNetworking,rfccg/inlocomedia-ios-sdk,rfccg/nv-ios-http-status","Objective-C,Objective-C,C"
lericardolima,,,"lericardolima/academico,lericardolima/airbnb,lericardolima/library,lericardolima/placar,lericardolima/placar-client,lericardolima/placar-server,lericardolima/placar-serverjs,lericardolima/udemy-project","Java,None,None,TypeScript,None,None,None,Java"
andreleitao,fmaymone/bolao-frontend,JavaScript,"andreleitao/codility_argal,andreleitao/heroku-buildpack-python,andreleitao/iluminare","Python,Python,JavaScript"
haroldogondim,,,haroldogondim/haroldogondim.github.io,HTML
sccrn,,,"sccrn/AnimationBackground,sccrn/App-Camera,sccrn/radioApp,sccrn/react-native-AppLocation,sccrn/testeHTML,sccrn/top10LedZeppelin,sccrn/Upcoming-Movies-Mobile-App","Swift,Swift,Swift,JavaScript,HTML,Swift,Swift"
LDGNeto,"taweili/ardublock,taweili/openblocks","Java,Java","LDGNeto/ardublock,LDGNeto/ioio,LDGNeto/openblocks,LDGNeto/spark-web-embd-rest-json,LDGNeto/spark_websockets,LDGNeto/Webduino","Java,C,Java,C++,C++,C++"
brenodvs,CarlosGuimaraes/PDI-2GQ,C++,"brenodvs/hello-world,brenodvs/ImageCompression,brenodvs/jogo-velha-sockets-redes,brenodvs/socket_spaceship_war","None,Java,Java,Java"
igorsimoes,"hozano/wise-fisica,igor-simoes/dev_utils","Java,None","igorsimoes/angular-meteor-apps,igorsimoes/angular-meteor-todo-app,igorsimoes/angular-meteor-twitter-clone,igorsimoes/angular-todo-example,igorsimoes/be-mean-artigos,igorsimoes/be-mean-instagram,igorsimoes/be-mean-instagram-artigos,igorsimoes/be-mean-instagram-mongodb-excercises,igorsimoes/be-mean-modulos,igorsimoes/DS-Challenger,igorsimoes/git-101,igorsimoes/igorsimoes.github.io,igorsimoes/LoV5,igorsimoes/node-apps","JavaScript,HTML,HTML,HTML,None,JavaScript,None,None,None,Python,Java,HTML,None,None"
erikcordeiro,,,"erikcordeiro/AngularTraining,erikcordeiro/EFCoreTrainning,erikcordeiro/JenkinsAzure","TypeScript,C#,C#"
sjcleao,,,sjcleao/StartPrjs,None
wizdow,,,wizdow/Damas,Java
cleniomendes,"andrebuarque/locadora-ruby-on-rails,betonix/reactNativeApp,raphaelpfe/sistemaRecrutamento","Ruby,JavaScript,Java","cleniomendes/automation,cleniomendes/chat,cleniomendes/ecommerce,cleniomendes/eletronic-auction-master-8,cleniomendes/quickstart-template-react,cleniomendes/rails-tutorial,cleniomendes/redmine,cleniomendes/rest-angle,cleniomendes/useful_links_api,cleniomendes/useful_links_view,cleniomendes/vote-at-destination","HTML,Ruby,Java,Java,JavaScript,Ruby,Ruby,Java,Ruby,JavaScript,Ruby"
feliperod,,,feliperod/seek_test,PHP
dmfilho,,,"dmfilho/pgen,dmfilho/raccoon,dmfilho/raccoon-compare,dmfilho/raccoon-web,dmfilho/rchoice,dmfilho/utime","C++,C,None,None,Python,C"
fdsadat,,,"fdsadat/Gitbr,fdsadat/grails-doc,fdsadat/rgms,fdsadat/teste-restrito","None,Groovy,Groovy,None"
sandrocavalcanti,"unitybrasil/avaliacao_unity_php_andersonpapito,unitybrasil/avaliacao_unity_php_felipealima,unitybrasil/avaliacao_unity_php_felipeemanoel,unitybrasil/avaliacao_unity_php_gleybesalazar,unitybrasil/avaliacao_unity_php_jeoteclado,unitybrasil/avaliacao_unity_php_pauloricardo,unitybrasil/avaliacao_unity_php_samuelmessias","None,None,None,None,None,None,None","sandrocavalcanti/Agenda,sandrocavalcanti/teste_unity_20170324,sandrocavalcanti/vrio","JavaScript,None,PHP"
AlefRGamer,,,"AlefRGamer/CyberPunk_Unreal_Project,AlefRGamer/TPS-FPS-Template","C#,None"
leolsrd,,,"leolsrd/ajax-com-jquery,leolsrd/codeigniter-iniciante,leolsrd/livro-codeigniter,leolsrd/mvcPHP","HTML,HTML,PHP,HTML"
carlosliracl,,,"carlosliracl/blog_app,carlosliracl/carloslira.com,carlosliracl/deployer_test,carlosliracl/elixir_challenge_01,carlosliracl/elixir_test,carlosliracl/gentelella_on_rails,carlosliracl/hell-triangle,carlosliracl/hells_triangle_java,carlosliracl/hells_triangle_ruby,carlosliracl/mtproto,carlosliracl/rails_challenge_01,carlosliracl/sort-algorithms-java-impl","Ruby,None,PHP,Elixir,None,CSS,HTML,Java,Ruby,Go,Ruby,Java"
BrunoBA,lucassklp/MazeUnity3D,C#,"BrunoBA/Android,BrunoBA/AwarenessTest,BrunoBA/cidades-estados-brasil-json,BrunoBA/DetectionHole,BrunoBA/dilmandioca,BrunoBA/es6,BrunoBA/genderDetect,BrunoBA/HoleDetection,BrunoBA/LearnAndroid,BrunoBA/MazeCardboard,BrunoBA/oscar_pwa,BrunoBA/oscar_react,BrunoBA/oscar_vue,BrunoBA/oscar_vue_prod,BrunoBA/RepositorioTesteAndroid,BrunoBA/SleepingBeauty,BrunoBA/todolist,BrunoBA/todolist-Laravel,BrunoBA/todolistadonis,BrunoBA/w3af","None,None,None,Java,Java,None,JavaScript,Java,Java,C#,JavaScript,JavaScript,JavaScript,HTML,Java,Kotlin,PHP,PHP,JavaScript,HTML"
PauloAlves3486,,,"PauloAlves3486/crud-mvc5-ef-angularjs,PauloAlves3486/projeto-xpto,PauloAlves3486/Projeto.Musicas","C#,C#,C#"
zchronoz,,,"zchronoz/DDD_Basico_EduardoPires,zchronoz/LimparCaptcha,zchronoz/Maratona-Xamarin,zchronoz/Unity3D-Games,zchronoz/WebExtractSelenium,zchronoz/XamarinForms","C#,C#,C#,C#,C#,None"
DodoAz,matheusacx/Discreta,C,"DodoAz/Calculadora-Polonesa,DodoAz/ex1-allegro,DodoAz/Simulador-de-Rede-de-Petri,DodoAz/spacewar","Makefile,C,Makefile,None"
douglasbrandao00,,,"douglasbrandao00/building-testable-apis-with-nodejs,douglasbrandao00/building-testable-apis-with-nodejs-code,douglasbrandao00/css-grid,douglasbrandao00/CursoPythonCousera,douglasbrandao00/javascripr30,douglasbrandao00/mailList,douglasbrandao00/management-accounting,douglasbrandao00/myStudies,douglasbrandao00/node-news-center,douglasbrandao00/node-talk,douglasbrandao00/nodejs-course,douglasbrandao00/nvim,douglasbrandao00/OmieApiCosumer,douglasbrandao00/produtividade-nivel-a,douglasbrandao00/pwa-casaCodigo","Shell,JavaScript,HTML,Python,HTML,JavaScript,None,HTML,JavaScript,JavaScript,JavaScript,Vim script,JavaScript,HTML,JavaScript"
FernandaLandim,,,,
taurustech,,,,
anakcampelo,,,"anakcampelo/capitalIn21stCenturyinR,anakcampelo/courses,anakcampelo/Data-Science,anakcampelo/data.table,anakcampelo/datasciencecoursera,anakcampelo/ExData_Plotting1,anakcampelo/MyProgrammingAssignment2,anakcampelo/ProgrammingAssignment2,anakcampelo/test-repo","HTML,HTML,None,C,None,None,None,R,None"
grfneto,"abhnerAraujo/Haig,dmop/P2-Z,fnnncin/ProjetoUFPE,JhonattasFerreira/Anemona","JavaScript,Java,JavaScript,Ruby","grfneto/Django,grfneto/django-socketio,grfneto/Html,grfneto/Lacomtil,grfneto/TecEduk","Python,Python,CSS,HTML,JavaScript"
madsonmuller,,,"madsonmuller/currencyfair,madsonmuller/fratpaulistense,madsonmuller/generator-ionic,madsonmuller/ionic,madsonmuller/madsonmuller.github.io","CSS,None,JavaScript,TypeScript,CSS"
guilhermegomes01,,,"guilhermegomes01/categoriaProduto,guilhermegomes01/passeios-jp,guilhermegomes01/testeFrontend","HTML,HTML,HTML"
petrusaugusto,,,,
aht360,"badeca/asm_mips,Traivok/-IF677---Infra.-Software-ASM,Traivok/Mips","Assembly,Assembly,SystemVerilog","aht360/codigosdeip,aht360/Metodos-Numericos,aht360/myfirstrepo","C,Python,C"
marcelotheodoro,carlast22/twal-missions,Ruby,"marcelotheodoro/ember-timelines,marcelotheodoro/grn,marcelotheodoro/mdd,marcelotheodoro/mdwa_contato,marcelotheodoro/mdwa_documento_pessoa,marcelotheodoro/mdwa_endereco,marcelotheodoro/sample-rails-app,marcelotheodoro/sunshine,marcelotheodoro/superpay,marcelotheodoro/wash_out","JavaScript,Ruby,Ruby,Ruby,Ruby,Ruby,Ruby,Java,Ruby,Ruby"
MarcoAurello,,,"MarcoAurello/Estudo-DataSets,MarcoAurello/repositorio","Jupyter Notebook,Jupyter Notebook"
hcaula,"dslcin/MiniJavaAST-IF688,dslcin/ProjetoPG,jfmrm/qliksense,joaolucasbig/TorturedExistenceGame,PedroRossi/time-tracker-api,PedroRossi/time-tracker-app,RamonSaboya/prototipo-SPC,RamonSaboya/TakeABREAK-API,RamonSaboya/TakeABREAK-SERVER,RamonSaboya/TakeABREAK-USER","Java,CSS,JavaScript,C#,None,None,CSS,Java,Java,Java","hcaula/AIMusic,hcaula/easyE,hcaula/epubler,hcaula/First-Evolution-Simulation,hcaula/GitConsoleTest,hcaula/gravivity,hcaula/gravivity-game,hcaula/ibraema,hcaula/ML,hcaula/MultiplosObjetos,hcaula/PongLC,hcaula/ProjetoPG,hcaula/prototipo-SPC-2,hcaula/scaffgen,hcaula/SeletivaTILD,hcaula/Site-PG,hcaula/spoofy,hcaula/spoofy-api,hcaula/spoofy-api-v2,hcaula/spoofy-web,hcaula/square,hcaula/time-tracker-api,hcaula/time-tracker-app,hcaula/VagasDeEstacionamentoToy,hcaula/viitra-to-do","JavaScript,Java,JavaScript,C++,None,HTML,C#,Ruby,Python,CSS,Haskell,CSS,HTML,JavaScript,CSS,JavaScript,None,JavaScript,JavaScript,JavaScript,JavaScript,Ruby,JavaScript,Ruby,TypeScript"
RichardSilva12,,,"RichardSilva12/cad-clientes,RichardSilva12/Calculadora-Java,RichardSilva12/PDV,RichardSilva12/Smaugsoft,RichardSilva12/Todo-app","Java,Java,Java,JavaScript,HTML"
staylward,,,"staylward/AI-Snake-Game,staylward/desktop-ubuntu-playbook,staylward/esoteric-fun,staylward/osx_wifi_macgyver,staylward/rxjava-dojo,staylward/streams-dojo,staylward/vim-config","JavaScript,Shell,LOLCODE,None,Java,Java,Vim script"
betocabus,EEmery/ECAIndustries,C++,"betocabus/ECAIndustries,betocabus/FuzzyLogic,betocabus/orcamento3d,betocabus/Prusa3,betocabus/SFACT","C++,Python,None,OpenSCAD,Python"
brazsandro,magnofaustino/sisfit_facol,PHP,,
rfccn,,,rfccn/spacewar,None
claudiopacheco,,,claudiopacheco/projeto_p1,Python
jimens,,,,
netoffdf,,,"netoffdf/CnabPHP,netoffdf/dotfiles,netoffdf/express-boilerplate,netoffdf/gps-tracking-nodejs,netoffdf/js,netoffdf/laravel-angular-admin","PHP,VimL,JavaScript,JavaScript,None,HTML"
deyvisonrochaidealizza,,,,
cesarsantana2,,,"cesarsantana2/estudos,cesarsantana2/github-course,cesarsantana2/HelloGithub","None,None,None"
eduardascharnhorst,dmesquita/waho,Objective-C,"eduardascharnhorst/blog,eduardascharnhorst/eduardascharnhorst.github.io,eduardascharnhorst/genio,eduardascharnhorst/genio-dos-estudos,eduardascharnhorst/geniodosestudos,eduardascharnhorst/iFoome-Landing-Page,eduardascharnhorst/inlocomedia,eduardascharnhorst/innovatorsmaker-cbl-eduarda,eduardascharnhorst/isabelitafradique,eduardascharnhorst/teste,eduardascharnhorst/ToDoAPP,eduardascharnhorst/Value-Chain-Visualization","CSS,HTML,None,HTML,None,JavaScript,CSS,None,PHP,None,JavaScript,CSS"
filipeaguiar,"hitalos/iebes,plansoftonline/OsNetHC","HTML,HTML","filipeaguiar/AGHUReport,filipeaguiar/Frontend,filipeaguiar/MDLTest,filipeaguiar/OxeCast,filipeaguiar/svgerror","HTML,HTML,HTML,None,JavaScript"
flavindias,thaysmelo/mobile_maravilhas-pe,PHP,"flavindias/2013-2-pbd-irural,flavindias/atour,flavindias/AwesomeProject,flavindias/descartte,flavindias/estagio-sys,flavindias/gp-consultor,flavindias/jbr-web-service,flavindias/laboratorio-programacao-bsi-ufrpe,flavindias/learnyoureact,flavindias/mobile_maravilhas-pe,flavindias/pet-adm,flavindias/rocketseat-workshop,flavindias/royalt-hotel,flavindias/scc-mobile,flavindias/sistema-academico-ufrpe,flavindias/streama,flavindias/sw-school,flavindias/TCC_React-Native_app,flavindias/TCC_Swift_App,flavindias/teste,flavindias/virtual-bistro","PHP,JavaScript,JavaScript,None,Python,PHP,None,Python,JavaScript,PHP,PHP,JavaScript,Pascal,Java,Python,JavaScript,PHP,Shell,Swift,None,PHP"
jalexc,,,"jalexc/example,jalexc/texgit-febraban","JavaScript,None"
SoulFlybr,,,"SoulFlybr/Actor-streamer-by-emmet,SoulFlybr/asdasdasda,SoulFlybr/mtasa-blue,SoulFlybr/sa-mp-fixes,SoulFlybr/SA-MP-MySQL,SoulFlybr/sampgdk,SoulFlybr/V1","None,None,C++,PAWN,C++,C,SourcePawn"
carlosmax,,,"carlosmax/aspnet-api-versioning,carlosmax/carlosmax.github.io,carlosmax/contatooh,carlosmax/Controle-Financeiro,carlosmax/meuseventos,carlosmax/node-store,carlosmax/PaymentContext","C#,JavaScript,JavaScript,C#,C#,JavaScript,C#"
pedrohub,douglas-queiroz/FinanceControl,Ruby,"pedrohub/apiphptest,pedrohub/autoservices,pedrohub/matrizrastreabilidade,pedrohub/pontoeletronico","JavaScript,HTML,Java,Java"
vandialves,joaocalixto/docker-opencv-tomcat,None,"vandialves/hello-world,vandialves/qrods","None,C++"
vmoliveira91,,,"vmoliveira91/6-months,vmoliveira91/myportfolio,vmoliveira91/photos,vmoliveira91/responsive-navbar,vmoliveira91/zero-to-mastery2018","HTML,HTML,None,CSS,None"
gtgsantos,,,"gtgsantos/angularTypescript,gtgsantos/angular_tracker,gtgsantos/CtCI-6th-Edition,gtgsantos/Graph-Algorithms,gtgsantos/mvnJerseyJettyJpa,gtgsantos/mvnJpaHibernate,gtgsantos/nubank-data-science-puzzle,gtgsantos/todomvc,gtgsantos/Ucity-mlearning","CSS,CSS,Java,C#,Java,Java,R,JavaScript,HTML"
lauriavictor7,Vitor0liveira/ProjetoHotel,Java,"lauriavictor7/barbershop,lauriavictor7/hotelHibernate,lauriavictor7/ProjetoTeste,lauriavictor7/wmb_project,lauriavictor7/wmb_project_v2","C#,Java,Java,Java,Java"
tamiresa,,,tamiresa/ux,None
mcdsb,,,"mcdsb/AeC-Poli,mcdsb/spacewar","None,None"
batebit,,,batebit/kit_controlador_MIDI,C++
deisesouza,,,"deisesouza/AppControladorCombustivel,deisesouza/CalculoIMC,deisesouza/deisesouza.github.io,deisesouza/divulgueseutrabalho,deisesouza/myvoiceinbrazil,deisesouza/portal-reinonet,deisesouza/site-laboratorio-robotica","PHP,HTML,CSS,PHP,Java,JavaScript,CSS"
RenatoRJF,danyllo431/TAG,JavaScript,"RenatoRJF/be-mean-instagram-artigos,RenatoRJF/be-mean-instagram-mongodb-excercises,RenatoRJF/card-react,RenatoRJF/condeCommerce,RenatoRJF/friendup,RenatoRJF/frontend-challenges,RenatoRJF/iasd-musics,RenatoRJF/js-tdd,RenatoRJF/Learn-Redux-Starter-Files,RenatoRJF/lyef-react-component,RenatoRJF/RenatoRJF.github.io,RenatoRJF/track-to-learn-english","None,None,CSS,None,JavaScript,None,CSS,JavaScript,JavaScript,JavaScript,CSS,None"
joaovictortinoco,,,"joaovictortinoco/mobix-ajx-piscinas-android,joaovictortinoco/mobix-medflex-android,joaovictortinoco/poc-shop-android,joaovictortinoco/swarmintelligence,joaovictortinoco/upe-ppgec-ci-scge","Java,Java,Java,Java,Java"
juniorbrasil,,,juniorbrasil/php,PHP
wilberto-blaze,,,,
diegomarinho,jnortiz/Analisa-SuSy,Java,"diegomarinho/absolut,diegomarinho/analizo-teste,diegomarinho/AppCarregarCertificado,diegomarinho/convert-xsd-to-xml,diegomarinho/ConvertXmlWithXsd,diegomarinho/delivery,diegomarinho/dmapattern,diegomarinho/docker-images,diegomarinho/dojo,diegomarinho/genkey,diegomarinho/GeradorDeSenhaSimples,diegomarinho/gradle-git,diegomarinho/helloworldws,diegomarinho/iif-generic-soap-client,diegomarinho/install-java,diegomarinho/JSFCrudApp,diegomarinho/ler-arquivo-xml,diegomarinho/LombokExample,diegomarinho/marvel-client,diegomarinho/maven,diegomarinho/mesos_framework_demo,diegomarinho/mobystore,diegomarinho/NGINX-Demos,diegomarinho/prime-ejb-crud,diegomarinho/Sample-XSD-to-XML-Batch-Generator,diegomarinho/selenium-cucumber-framework,diegomarinho/spring-security-oauth,diegomarinho/springboot2-metrics,diegomarinho/swing-spring-jpa-crud,diegomarinho/webservice-rest-soap","Java,None,Java,Java,Java,Java,None,Shell,Java,Java,Java,Groovy,Java,Java,Shell,Java,Java,Java,Java,Java,Java,CSS,Shell,HTML,Java,Java,Java,Shell,Java,HTML"
